2019-11-28,10:02:00,0,Rebo,1574931720392,Was hat dich an der Aufgabe interessiert?,TUTOR
2019-11-28,10:02:02,0,Pat,1574931723030,asd,
2019-11-28,10:02:06,0,Rebo,1574931726470,Was hat dir an der Aufgabe Freude bereitet?,TUTOR
2019-11-28,10:02:09,0,Pat,1574931730046,asd,
2019-11-28,10:02:11,0,Rebo,1574931732510,Was ist an deiner Lösung der Aufgabe besonders toll?,TUTOR
2019-11-28,10:02:13,0,Pat,1574931733859,asd,
2019-11-28,10:02:17,0,Rebo,1574931738610,Wo kannst du das Erlernte noch einsetzen?,TUTOR
2019-11-28,10:02:19,0,Pat,1574931739859,asd,
2019-11-28,10:02:23,0,Rebo,1574931744672,"Wenn du die gleiche Aufgabe morgen nochmals machen würdest, was wäre dann anders als heute?",TUTOR
2019-11-28,10:02:25,0,Pat,1574931745454,asd,
2019-11-28,10:02:29,0,Rebo,1574931750750,Danke für dein Feedback.,TUTOR
2019-11-28,10:02:34,0,Pat,1574931754949,ka problem,NEGATIVE
2019-11-28,10:02:35,0,Rebo,1574931756808,Danke und bis zum nächsten Mal ;),TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-11-28,12:06:00,0,Rebo,1574939160338,Hey!,TUTOR
2019-11-28,12:06:04,0,Pat,1574939164803,hi,GREETING
2019-11-28,12:06:04,0,Rebo,1574939166429,Wie gut erfüllt dein Ergebnis die gestellte Aufgabe?,TUTOR
2019-11-28,12:06:07,0,Pat,1574939167912,asd,
2019-11-28,12:06:10,0,Rebo,1574939172489,Wie gut erfüllt dein Ergebnis die gestellte Aufgabe?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-11-28,12:36:01,0,Rebo,1574940961834,Hey!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-11-29,23:22:55,0,Rebo,1575066176168,Hey!,TUTOR
2019-11-29,23:23:44,0,Pat,1575066224254,edfe,
2019-11-29,23:23:48,0,Pat,1575066228610,hi,GREETING
2019-11-29,23:23:48,0,Rebo,1575066230210,Wie bist du mit deinem Ergebnis zufrieden?,TUTOR
2019-11-29,23:23:56,0,Pat,1575066236312,was,
2019-11-29,23:23:58,0,Rebo,1575066240217,Was gefällt dir an deinem Ergebnis und was nicht?,TUTOR
2019-11-29,23:24:13,0,Pat,1575066253107,reflektieren,PLANNING+POSITIVE
2019-11-29,23:24:14,0,Rebo,1575066256226,Toll zu hören!,TUTOR
2019-11-29,23:24:14,0,Rebo,1575066256228,Was macht diese Aufgabe für dich intressant?,TUTOR
2019-11-29,23:24:32,0,Pat,1575066272791,professorn,
2019-11-29,23:24:34,0,Rebo,1575066276238,Hat dich die Arbeit an der Aufgabe gefesselt?,TUTOR
2019-11-29,23:24:41,0,Pat,1575066281138,naja,
2019-11-29,23:24:44,0,Rebo,1575066286243,Was war interessant an der Aufgabe?,TUTOR
2019-11-29,23:25:49,0,Pat,1575066349594,Die  Mathe Stunde,NEUTRAL
2019-11-29,23:25:51,0,Rebo,1575066352271,Was wirst du das nächste Mal besser machen?,TUTOR
2019-11-29,23:25:59,0,Pat,1575066359548,addieren,
2019-11-29,23:26:01,0,Rebo,1575066362278,"Wenn du die gleiche Aufgabe morgen nochmals machen würdest, was wäre dann anders als heute?",TUTOR
2019-11-29,23:26:17,0,Pat,1575066377976,Ich würde früher anfangen.,PLANNING
2019-11-29,23:26:22,0,Rebo,1575066382292,"Das war es schon wieder, besten Dank für deine Antworten!",TUTOR
2019-11-29,23:26:28,0,Pat,1575066388629,danke benfalls,
2019-11-29,23:26:32,0,Rebo,1575066394303,Und Tschüß :-),TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-02,11:03:11,0,Rebo,1575280992451,Hey!,TUTOR
2019-12-02,11:03:23,0,Pat,1575281003644,Grüß dich,
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-02,11:04:05,0,Rebo,1575281046223,Hey!,TUTOR
2019-12-02,11:04:09,0,Pat,1575281049937,Grüß dich,GREETING
2019-12-02,11:04:09,0,Rebo,1575281050239,Bist du mit dem Ergebnis der Aufgabe zufrieden? Warum/Warum nicht?,TUTOR
2019-12-02,11:06:06,0,Pat,1575281166839,"Bin mit dem Ergebniss ganz zufrieden, da das meiste sehr gut funktioniert hat. Ein einer Stelle ist jedoch ein Patzer drinnen.",PLANNING+POSITIVE
2019-12-02,11:06:07,0,Rebo,1575281168288,Was hat dir dabei am besten gefallen?,TUTOR
2019-12-02,11:07:21,0,Pat,1575281241867,Das ich mit einer neuen Maschine umgehen gelernt habe hat mir definitiv gut gefallen,PLANNING+NEUTRAL+POSITIVE
2019-12-02,11:07:24,0,Rebo,1575281246321,Was hat dir nicht so viel Spaß bei der Aufgage gemacht? Warum?,TUTOR
2019-12-02,11:08:24,0,Pat,1575281304512,Das erstellen merhrerer freihand zeichnungen liegt mir nicht wirklich und hat mir deshalb auch nicht wirklich spaß gemacht.,POSITIVE+NEGATIVE
2019-12-02,11:08:25,0,Rebo,1575281306353,Was hat dich bei der Aufgabe besonders gefordert?,TUTOR
2019-12-02,11:09:43,0,Pat,1575281383841,Das umgehen mit dem Winkelschleifer war schwerer als erwartet und hat mich einige nerven geksotet. Durch diesen ist auch der Patzer an meinem Werkstück entstanden.,NEGATIVE
2019-12-02,11:09:47,0,Rebo,1575281388387,Wofür kannst du das Erlernte sonst noch anwenden?,TUTOR
2019-12-02,11:11:39,0,Pat,1575281499214,"Immer wenn ich den Winkelschleifer wieder verwenden muss, weiß ich das ich vorsichtiger sein muss. Werde auch in meiner Firma immer wieder etwas schneiden und schelifen müssen damit.",PLANNING+NEUTRAL
2019-12-02,11:11:40,0,Rebo,1575281502428,Klingt gut!,TUTOR
2019-12-02,11:11:40,0,Rebo,1575281502429,Hast du noch Fragen oder Anregungen an mich?,TUTOR
2019-12-02,11:12:03,0,Pat,1575281523830,Denke nicht :D,
2019-12-02,11:12:06,0,Rebo,1575281526443,Schönen Tag noch und bis bald!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-02,12:31:33,0,Rebo,1575286294675,Hey!,TUTOR
